alias,nodeId,p2p,ping (tcp),ping (udp)
null,0x6d3bf1ff367a7cf907c028c231223d503dd1aa80,true,89ms,89ms
null,0x6d6e5e04e589256852c9df2e4bab7a3dcaf18e82,false,104ms,108ms
null,0x7ad8ce2f95f69be197d136e308303d2395e68379,false,10s,77ms
null,0x7d529a5b0b58400d09154b47d94ee022ba7658cc,false,10s,54ms
null,0x7e1331b0dd0fd198e9d73f3839988f0f358449be,false,170ms,163ms
null,0x87b5380a518b9d26cd4bc68d3cd03b87be760392,false,10s,71ms
null,0x80b685701c888221b44100c3fcb7652eeb6c5a5e,false,10s,64ms
null,0x88589cc42dcfec73db0fd216d237ce51fa46f06a,false,86ms,81ms
null,0x96800f09f94cab04f2ee6a9e05261c55c6f815ff,false,10s,329ms
null,0x9976e348533b1b9d211b5fed0ece5ad940c0b6b3,false,10s,10s
null,0xaa569056580e2f5e1e5ec6a16ac186a5aa56d6df,false,81ms,76ms
null,0xa3ea7a9683b5b2835e841ed4d079e44941a2c705,false,111ms,111ms
null,0xaa448ba67741c3981c6a66e8baba56663c37c5e1,false,45ms,45ms
null,0xb03cabfbcbaa609d08066fcb7bbd297a2251db2f,false,46ms,44ms
null,0xb3a20a860f85f309dd306df43ded19e1730a6008,false,10s,86ms
null,0xaec9cc614f058d41d98e240e6eb9291db8c062aa,false,103ms,102ms
null,0xc38d86447e4b22b4a0c70be32928669dbfa136d6,false,10s,72ms
null,0xc79bf447d4e3c547689eaa7d9f22d32b4f6ac875,false,289ms,97ms
null,0xc8adc7f385987b0776abeb9a96137ab961b433d8,true,112ms,112ms
null,0xc9665478160b793517c677e4990be63abafdb917,false,219ms,218ms
null,0xdb3a6afe28a979fea8e774d916dc9e030ccf5431,false,53ms,53ms
null,0xea91509eeb583f4d32b61f698ac8aee7aca5cae0,false,58ms,58ms
null,0xed450c42345e173dd8398d53547aef6df77a2f31,false,10s,122ms
null,0xeeae462501e792db50730780684ce729351c0fa7,true,10s,39ms
null,0xf7cedcfcb6eb7bf0b31cc73baee0326767f7200e,false,10s,358ms
null,0xfa07e9e6b1b484654300668b04bc83a67362d992,false,79ms,79ms
null,0xfabb57f2ce0634030e792c5f4af8f2a760427325,false,79ms,75ms
null,0xfde61609a0aee8d5755c9dd81b1a3e54b47f42f8,false,10s,40ms
null,0x45fcab2da6351f73d5eb44b2c7e345b9fa07f517,true,153ms,153ms
null,0x1a62d8f662648dc9f7d475b5b53462cf0dcbbdec,false,77ms,77ms
null,0x7f0dd8a8f8bbaa226c0e3cc49eedb03bd75e65f7,false,169ms,169ms
null,0xbfd82b38c46078b0259c4597ea396a5b948da72c,false,10s,68ms
null,0x22cba98ed433cd7d746269020e8edc4825c431c1,false,349ms,349ms
null,0xe8f542225b0144a9ca1e1258f8df140c1f57717e,false,302ms,301ms
null,0xe4c71cf29430a30136729991ff555f8cd5b85bdc,false,94ms,99ms
null,0x66832a7db92bc1dba480463c55481e80567fa2c0,false,91ms,91ms
null,0xc82921d63291ef88d754857b9721ef526e5c97c7,false,893ms,324ms
null,0xeb737c09ef5f2be9eae7b6f283961d23f9abdd42,false,178ms,172ms
null,0x78f8ea1cf23007ff3b80fa077492bc87abb84bbf,false,10s,72ms
null,0x23fd2fecc35a0c4a45ced6ce3b692b03f76c274b,false,173ms,173ms
null,0x92918993db6905fa4fe6fa79732ad9991fe921c4,false,352ms,351ms
null,0x702d6288c5cfec2b303f15059db5248362c54b75,false,54ms,53ms
null,0xf949cb8fe2cd7bec56e80bc8f069d9bbb2c9d5c0,false,10s,66ms
null,0x4de18f2d4ddcd38c91a6bce1f822824b2400a38f,false,10s,49ms
null,0x91363f1e7472a90847327b6a10336403272bda26,false,110ms,110ms
null,0xdf995bc4d4ea197eefdfae6f28d6e51d83c1f249,false,10s,63ms
null,0x7cb3f0e0ca0b12a1c6546b742300dce6b3668685,false,130ms,129ms
null,0x4d70d84b4bb57d6205bd7445d7c3a130da6ac747,true,10s,529ms
null,0x4e42ff5ec190e4626f3733b3bf5625b473b1538d,false,84ms,84ms
null,0x4147c4c7e37abed78084ce32e74c20d9f5a573b7,false,357ms,354ms
null,0x5343f099121049235586476466bdcacda6f03d2c,false,360ms,360ms
null,0x6b132801d0638ea80b4eb726368fe97024a24a69,false,299ms,100ms
null,0x08c62ea21731d31199030e3ab7f0d1ab2428b8bf,false,100ms,100ms
null,0x16b2b962ba8a8cdeb7849323de29f6a0162c90a1,false,232ms,231ms
null,0x4875d50d4306ff2bc9e2f9c438fe5ed67d891468,false,54ms,50ms
null,0x7b5c08bed24ee3b1cdaff6e70c0a43ceca93ad2e,false,54ms,54ms
null,0xba668351c1f03b59cb010ebe168f014f61f9e601,false,10s,72ms
null,0x76334d71344742853e9341c51bb8dbb07c6fc469,false,10s,10s
null,0x53e78dc36744626e50f79f38e096f5a2a9ab345b,false,10s,10s
null,0xff11c77c76a15a2349d776bbfc6266c51e1cadef,false,10s,10s
null,0xe9aea72a52c44e9474730fd9cd725cbc42d03f33,false,10s,10s
null,0xc42ff5c58db129494630766b63a666e60fcba210,false,152ms,118ms
null,0x3d34d91eb4ab14b9f4fd8ac8985f82cc9eb28a92,false,77ms,43ms
null,0x9d7baad61ceb8833fb4b38017d3ee9e0d55423a8,false,79ms,43ms
null,0xe1ba9248dd9f6631fa09ee65b53a669774d8fdb1,false,224ms,187ms
null,0x28cc45976503781625a21b564b476ba8df930d64,false,82ms,47ms
null,0x6a24eb4fcabb141150b619e0bcdcd11df34db32a,false,201ms,166ms
null,0x3e0a2855d92b90265888d90b0db4163c0c1f0474,false,152ms,117ms
null,0xa11ebe43287adb26e2d78bb5e7ca05146cb2f366,false,124ms,110ms
null,0x1cc9eb62304235c76cc44ed526750c29fe2db70a,false,299ms,108ms
null,0x2120a537f4dcabb56d0a58ce7a1d887f86d6ed5e,false,175ms,175ms
null,0x94b2d35ed2991d0e65b76a3d16337c399aad1752,false,10s,97ms
null,0x688fe4cb0c4be3fb7c968129a08d79de62bf9a34,false,209ms,183ms
null,0xdf9fc13dcc6c6318fbfb38c0c900940e07b23a63,false,10s,10s
null,0x1c5e862810eac7a65350cb0538a8eb8b30f560d8,false,151ms,135ms
null,0x06c03165aaa676680b9d02c1f3ee846c3806fec7,false,98ms,85ms
null,0x3d3cfcdf22a9f9da318113a61a4c7db897c0dd6b,false,90ms,76ms
null,0xe4ceb5c17ce7f974a62354eaf5ee56f973034bbd,false,10s,64ms
null,0xdfa6e59cde46431eb8f9919e1a537403d8999501,false,100ms,87ms
null,0xb69f32f6d97a8e19eb2af357b43914b721d5b583,false,10s,66ms
null,0xede79cda97e38d4e3d8cc03fa857d37cc944483c,false,122ms,106ms
null,0xfb482fa4800d42308d253b7a7d279b50fdc6692b,false,394ms,394ms
null,0x9cdebd911c4f2bb0444353488c3a5dc4824da42a,false,384ms,378ms
null,0x196879ae00f4d7a4b942784b4b489ff527085ecd,false,124ms,111ms
null,0x8f1c06b5e797c73418d1efcc0ed07c592a8f87e6,false,122ms,110ms
null,0x7d9dc9276cec3e1b751013c31001e131c4e9c9d0,false,10s,84ms
null,0xcacfa51b586d4b4a024c2e205106fda2f1255bbf,false,87ms,74ms
null,0x1ed05d70d777166e37dbcc04b21a569032c7d2c2,false,10s,138ms
null,0xdd8bbb6a0734d452be3225dabb42f23aaae7b9eb,false,228ms,227ms
null,0x828cb05f42b0ffdee7309e8b68a3950e36c74634,false,129ms,128ms
null,0xa9c65a8e975d5b2590c9bbb3a872530679d925ac,false,103ms,102ms
null,0xe02df68349af1e9fad0b252265c5bf10405374d9,false,385ms,384ms
null,0x6e12c2ba59dba2025ca999c036360197bc47516b,false,10s,95ms
null,0x7d52038a65b852ebf3fbd546db55929b562c9db0,false,10s,286ms
null,0xd0b53638e248ba6316d6db0aad5b5c79a14e89ca,false,10s,293ms
null,0x7d898511b971e4f18028053f226e2c24ef706847,false,100ms,98ms
null,0x2f058c248943d6c3f5bb383a22198d28785db3b0,true,10s,78ms
null,0xfedad4a002d53a61b3049f164ec2e9a8f788485b,false,10s,83ms
null,0x9f3aac3d57fb722a5632d3ccd3303c281f699876,false,102ms,100ms
null,0xf60906b3b53769b8ad277318e583eb749b38d1af,false,10s,100ms
null,0xceadb522daf47d71e7243530519e5d90e187ac08,false,106ms,104ms
null,0x0e2299feec5ede069a1a461158598cf833938624,false,10s,97ms
null,0xffc0502bd9853d342d117a2a54b227f784defc96,false,240ms,240ms
null,0xa22a404c59dbfd23117e5210e2fc959a42f251c2,true,351ms,351ms
null,0x820d5dd60ceb60e23d8dd79e900958822e3f1f08,false,393ms,391ms
null,0x93a33078aede1ce728225acfa0203b457fae5644,false,120ms,120ms
null,0xdbc05872f8e9a2ef36d22daa4ed824862e7c92af,false,138ms,137ms
null,0x5dc9cb9a71344e2e740d1505cdec8df2ff641da0,false,10s,10s
null,0x6338a061206ee007c03e2865646826dc473eeb5c,false,152ms,152ms
null,0xd290823761d08c7e6f2cb58989e3fe4973423c32,false,111ms,115ms
null,0x072344a9603539524025a080cacc7078123c6dba,false,129ms,128ms
null,0xf009b903e8b2da22354d6696a169bd828ad45d49,false,119ms,119ms
null,0x7580bda537b7dc680cf8436b920c0ef8fa682302,false,121ms,121ms
null,0xdc45ab0952759ef1be9153eafb347080ffb43a60,false,94ms,88ms
null,0x74dbfed00526963b7876b625b3aad41a64e21d88,false,10s,289ms
null,0x2fad82d26092d625c0837da738777f6444628b72,false,387ms,377ms
null,0x30f8e2f99b2eed8be0c71a85f9a7bf37f59faaaa,false,128ms,128ms
null,0x5de1ea6db35bc4897dea8060ce7eb786b95247a6,false,386ms,386ms
null,0xb8a9df29c23c557d53d5469d166e5b084292fc77,false,115ms,114ms
null,0x47e25a4f6da6fc7037ef5ddf21284f32f395a3ba,false,124ms,113ms
null,0x6a4c8827bafad38f79ea84308f1ef0f5e6ccd893,false,114ms,114ms
null,0xaffa62a3097bd4d08fcd9a51759a74519233852f,false,97ms,87ms
null,0x515ef63e964eb28a9280a143058054b39359311d,false,10s,376ms
null,0x695e5b1d8c1c8ed08363cc970c7e061e4689f73b,false,10s,10s
null,0xc5ea19783b09f931c27f988c10b4a2ea95d7f56c,false,95ms,95ms
null,0x653bc8451669fb5762780a0cf664671a591a5132,false,10s,279ms
null,0x40f401ead13eabe677324bf50605c68caabb22c7,false,10s,73ms
null,0x4e8af2c19d4e7734f3410c04246d497074894534,false,163ms,167ms
null,0x791e98fe1604773949d93cdf4ccd1fd3c2eec4a6,false,10s,336ms
null,0x8499751232383cc45f542473e47b42ae9d3c14d9,false,75ms,77ms
null,0xcb13367ac3ae91afe801696cf42e38b1b59ed1ff,false,67ms,68ms
null,0xb644c6af52567bca7fd2fe6638489553f4d09552,false,78ms,81ms
null,0x3a8c4e8b0e877882394a1acaf816c2184e0a619e,false,61ms,55ms
null,0xba7cbce8496693b4b3626bd87e32633d6ecfda73,false,10s,49ms
null,0x6104396456bbfe41b50c9e4b2f9a5bc088c85a8a,false,370ms,370ms
null,0x58d7929ec3cb9a0d89d218814e887b2a34fe6b3b,false,102ms,93ms
null,0x7d56283932d591286201c9df47280a5d16502d8d,false,10s,10s
null,0x65f41db08028a1b42ebaec36ec59f31be414309d,false,102ms,102ms
null,0x6deb3fac3c51737b6d6ab9b26ba6e73ef31f2d1e,false,98ms,98ms
